Número;Ticket#;Antigüedad;Título;Creado;Last Changed;Fecha de cierre;Cola;Estado;Prioridad;Tiempo contabilizado;SolutionTime;Proceso;Actividad;Cliente;Parche;Estandar;Soporte;Estado de implementacion;Parche Normalizado;Resultado del pasaje;Fecha de aplicacion en TEST;Fecha de aplicacion en PROD;OT;Horas NM;Tipo;Dificultad;Consultor;Estado Desarrollo de OTs;OT Dependiente;Fecha Desarrollo Iniciado;Fecha Fin de Desarrollo;Desarrollador;Fecha Estimada de Entrega;Ticket;Funcional;Modulo / Entidad
315;2022022001000086;129 d 21 h ;Puesto de trabajo “Bandeja de Desconocimientos”;2022-02-20 22:03:53;2022-03-31 08:44:12;2022-03-08 10:35:26;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220308la-03;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220220_03;3;SQL;2;Juan Fernandez;Desarrollo Finalizado;OT_LA_20220124_01;2022-03-08 14:57:00;2022-03-09 14:02:00;grp;2022-03-09 14:57:00;;;
316;2022022001000095;129 d 20 h ;Reporte de Desconocimiento de de Compras o Transacciones;2022-02-20 22:29:16;2022-03-31 08:44:12;2022-03-08 10:35:15;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220311la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220220_04;4;REP;2;Juan Fernandez;Desarrollo Finalizado;OT_LA_20220124_01;2022-03-08 17:55:00;2022-03-14 10:26:00;grp;2022-03-09 17:55:00;;;
317;2022022301000071;127 d 2 h ;OT_CH_20220323_02 arregloes en tramite de libre deuda;2022-02-23 16:47:04;2022-04-12 08:28:13;2022-04-12 08:28:13;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;co20220225ch-01;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20220323_02;2;TRA;3;Diego Bonino;Desarrollo Finalizado;;2022-02-24 09:38:00;2022-03-03 09:10:00;mes;2022-02-24 12:00:00;;;
318;2022022401000088;126 d 7 h ;Nuevo contrato Visir;2022-02-24 11:50:16;2022-04-13 16:55:13;2022-04-13 16:55:13;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Visir;"co20220225vs-01;co20220311vs-01";Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_VS_20220224_01;1;HTML;1;Juan Fernandez;Desarrollo Finalizado;;2022-02-25 09:00:00;2022-03-21 17:41:00;mes;2022-02-25 12:00:00;;;
319;2022030201000073;120 d 6 h ;Ajustes Trámite Queja;2022-03-02 12:27:18;2022-04-13 14:24:39;2022-04-13 09:46:26;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220308la-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220302_01;0.5;TRA;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-07 17:55:00;2022-03-09 13:12:00;grp;2022-03-08 17:55:00;;;
320;2022030301000053;119 d 6 h ;OT_CH_20220301_01 habilitacion de tarjetas;2022-03-03 12:11:44;2022-03-11 09:29:03;2022-03-11 09:29:03;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;co20220307ch-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220301_01;6;TRA;1;Diego Bonino;Desarrollo Finalizado;;2022-03-04 14:55:00;2022-03-08 11:33:00;grp;2022-03-07 17:55:00;;;
321;2022030401000177;118 d 1 h ;Ajustes WSP Información de Cliente en MORA;2022-03-04 17:25:47;2022-05-23 16:17:10;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220308la-02 / co20220310la-02 / co20220404la-04;Unchecked;Unchecked;En prueba TEST;Checked;Correcto;;;OT_LA_20220304_01;0.5;WSP;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-08 11:41:00;2022-03-09 16:28:00;grp;2022-03-08 17:41:00;;;
322;2022031501000012;107 d 9 h ;OT_CH_20220314_01 atributo contable;2022-03-15 09:10:34;2022-04-12 08:28:56;2022-04-12 08:28:56;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;co20220315ch-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220314_01;1;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-15 16:24:00;2022-03-16 09:38:00;gpg;2022-03-15 16:24:00;;;
323;2022031501000058;107 d 8 h ;s/ot arreglo wizard;2022-03-15 10:50:39;2022-03-17 08:29:25;2022-03-17 08:29:25;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;co20220315ch-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;s/ot;1;WIZ;1;Diego Bonino;Desarrollo Finalizado;;2022-03-15 13:31:00;2022-03-15 15:39:00;gpg;2022-03-15 13:31:00;;;
324;2022031501000236;107 d 1 h ;Error en Front Provisorio;2022-03-15 17:28:20;2022-03-23 15:50:19;2022-03-23 15:50:19;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220303-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;INC_LA_20220315_01;1;WSP;1;Juan Fernandez;Desarrollo Finalizado;;2022-03-16 09:00:00;2022-03-16 13:00:00;mes;2022-03-16 18:00:00;;;
325;2022031601000047;106 d 6 h ;s/ot arreglo archivo de embozados;2022-03-16 12:29:57;2022-04-06 14:59:10;2022-04-06 14:59:10;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;co20220316ch-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;s/ot;2;EXP;1;Diego Bonino;Desarrollo Finalizado;;2022-03-16 16:13:00;2022-03-17 09:16:00;gpg;2022-03-16 16:13:00;;;
326;2022031801000025;104 d 8 h ;Contrato Refi se genera en blanco;2022-03-18 11:01:22;2022-03-23 15:50:37;2022-03-23 15:50:37;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Normalizando Parche;Visir;-;Unchecked;Unchecked;En normalizacion de Parche;;;;;INC_VS_20220318_01;2;SQL;1;Juan Fernandez;Desarrollo Finalizado;;2022-03-18 17:43:00;2022-03-18 17:48:00;gpg;2022-03-18 17:43:00;;;
327;2022032101000037;101 d 9 h ;Lanzamiento de Trámite en CDP;2022-03-21 09:39:26;2022-04-13 14:26:57;2022-04-13 14:26:57;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Core;co20220323-02;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CO_20220320_01;4;CGI;3;Juan Fernandez;Desarrollo Finalizado;;2022-03-21 10:33:00;2022-04-04 09:43:00;gpg;2022-03-23 14:39:00;;;
328;2022032101000046;101 d 9 h ;Cuponera de Convenios de Pago;2022-03-21 09:41:01;2022-04-19 12:13:35;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;Core;co20220401co-01 , co20220411-03;Checked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_CO_20220321_01;10;CGI;6;Juan Fernandez;Desarrollo Finalizado;;2022-04-01 09:40:00;2022-04-19 12:12:00;gpg;2022-04-01 09:40:00;;;
329;2022032201000204;100 d 3 h ;Modificaciones al nuevo contrato de Visir;2022-03-22 15:50:35;2022-04-13 16:55:36;2022-04-13 16:55:36;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Visir;co20220323vs-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_VS_20220322_01;1;HTML;1;Juan Fernandez;Desarrollo Finalizado;OT_VS_20220224_01;2022-03-23 09:00:00;2022-03-25 09:25:00;mes;2022-03-23 15:00:00;;;
330;2022032301000033;99 d 6 h ;Correcciones Documento y Tags en Contrato de Refi;2022-03-23 13:04:20;2022-04-13 16:56:03;2022-04-13 16:56:03;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Visir;co20220330vs-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_VS_20220323_01;4;SQL;3;Juan Fernandez;Desarrollo Finalizado;;2022-03-28 13:40:00;2022-04-01 16:12:00;grp;2022-03-29 17:40:00;;;
331;2022032301000061;99 d 4 h ;Nueva Estrategia y ajustes para el Trámite Queja.;2022-03-23 14:32:46;2022-04-13 14:27:30;2022-04-13 09:43:43;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220325la-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220323_01;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-23 16:51:00;2022-03-25 16:57:00;jm;2022-03-23 17:51:00;;;
332;2022033101000018;91 d 10 h ;WS Listas;2022-03-31 08:57:24;2022-05-23 16:35:22;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220407la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220330_01;3;WSC;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-06 09:00:00;2022-04-08 09:36:00;mes;2022-04-07 18:00:00;;;
333;2022033101000027;91 d 10 h ;SP para la invocación del WS de Listas;2022-03-31 09:00:05;2022-05-23 16:35:53;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220407la-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220330_02;4;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;OT_LA_20220330_01;2022-04-06 15:00:00;2022-04-08 09:36:00;mes;2022-04-07 18:00:00;;;
334;2022040701000017;84 d 11 h ;Agregados en Contrato Visir;2022-04-07 07:33:45;2022-04-13 16:56:25;2022-04-13 16:56:25;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Visir;co20220407vs-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_VS_20220407_01;2;HTML;1;Juan Fernandez;Desarrollo Finalizado;;2022-04-07 11:00:00;2022-04-07 17:19:00;mes;2022-04-08 12:00:00;;;
335;2022041301000112;78 d 4 h ;S/OT wizard comahue;2022-04-13 14:21:12;2022-04-19 12:11:32;2022-04-19 12:11:32;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;Comahue;-;Unchecked;Unchecked;Parche Normalizado;;1;;;S/OT;1;ABM;1;Diego Bonino;Finalizado;;2022-04-19 11:18:00;2022-04-19 11:18:00;gpg;2022-04-19 11:18:00;;;
336;2022041801000087;73 d 6 h ;Requerimiento Baja de Cuenta - Modificar Estrategia 2;2022-04-18 12:19:47;2022-05-23 16:43:57;;Consultoría::Para Testear;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220425la-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220413_01;3;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-22 16:00:00;2022-04-29 09:31:00;jm;2022-04-25 12:00:00;;;
337;2022041801000096;73 d 6 h ;Ajustes WebService Intra Baja Cuenta;2022-04-18 12:25:31;2022-06-13 09:10:45;;Consultoría::Para Testear Cliente;open;5 very high;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220426la-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220413_02;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;OT_LA_20220413_01;2022-04-26 09:00:00;2022-04-26 16:20:00;jm;2022-04-26 12:00:00;;;
338;2022041801000131;73 d 2 h ;Cambio de Template Resumen de Cuenta Tarjeta;2022-04-18 16:35:59;2022-05-11 16:29:50;2022-05-11 16:29:50;Consultoría::Para Testear;closed successful;5 very high;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220420la-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220418_01;;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-04-20 09:17:00;2022-04-26 15:56:00;jm;2022-04-20 11:17:00;;;
